,image_name,width,height,x0,y0,x1,y1
134,00003097.jpg,224,224,153,81,191,125
135,00003097.jpg,224,224,107,36,158,96
136,00003097.jpg,224,224,147,47,185,91
137,00003083.jpg,224,224,84,30,109,60
138,00001694.jpg,224,224,76,13,127,72
139,00000207.jpg,224,224,139,44,165,74
140,00001119.jpg,224,224,74,0,133,65
141,00000561.jpg,224,224,108,97,151,147
142,00000561.jpg,224,224,142,90,186,141
143,00000561.jpg,224,224,87,65,124,109
144,00000561.jpg,224,224,58,71,102,122
145,00003068.jpg,224,224,71,61,153,156
146,00002376.jpg,224,224,45,15,207,204
147,00000213.jpg,224,224,64,17,152,119
148,00001125.jpg,224,224,85,30,137,90
149,00003054.jpg,224,224,148,41,184,83
150,00003054.jpg,224,224,39,86,66,117
151,00001643.jpg,224,224,131,51,173,100
152,00001643.jpg,224,224,41,63,78,107
153,00001643.jpg,224,224,78,44,120,92
154,00001657.jpg,224,224,110,48,161,109
155,00000549.jpg,224,224,32,79,81,138
156,00000549.jpg,224,224,124,91,184,161
157,00000549.jpg,224,224,72,77,130,143
158,00000549.jpg,224,224,154,64,223,155
159,00002438.jpg,224,224,102,40,124,66
160,00001131.jpg,224,224,60,14,157,124
161,00003295.jpg,224,224,130,40,210,135
162,00003295.jpg,224,224,5,21,87,117
163,00003295.jpg,224,224,43,28,134,132
164,00003295.jpg,224,224,92,88,158,165
165,00001482.jpg,224,224,73,9,135,82
166,00001482.jpg,224,224,144,64,201,130
167,00000944.jpg,224,224,111,12,145,52
168,00002821.jpg,224,224,113,52,164,110
169,00002821.jpg,224,224,54,35,102,90
170,00000788.jpg,224,224,95,19,135,65
171,00002174.jpg,224,224,58,69,95,111
172,00000763.jpg,224,224,54,29,115,99
173,00000005.jpg,224,224,139,40,168,73
174,00002606.jpg,224,224,116,35,143,66
175,00002606.jpg,224,224,71,44,94,71
176,00002606.jpg,224,224,176,49,211,89
177,00000011.jpg,224,224,77,65,111,104
178,00000777.jpg,224,224,68,32,148,127
179,00001469.jpg,224,224,112,7,140,39
180,00002160.jpg,224,224,61,70,141,163
181,00001441.jpg,224,224,75,14,142,92
182,00000987.jpg,224,224,97,9,144,64
183,00003256.jpg,224,224,70,83,147,171
184,00001327.jpg,224,224,61,21,119,88
185,00001333.jpg,224,224,134,22,187,83
186,00001455.jpg,224,224,108,34,129,59
187,00000993.jpg,224,224,109,28,184,113
188,00000993.jpg,224,224,31,36,106,123
189,00000830.jpg,224,224,94,29,142,86
190,00003487.jpg,224,224,74,56,125,114
191,00002941.jpg,224,224,68,83,108,130
192,00002799.jpg,224,224,111,107,193,202
193,00002799.jpg,224,224,41,67,133,176
194,00001284.jpg,224,224,52,10,111,78
195,00001284.jpg,224,224,132,10,189,76
196,00000824.jpg,224,224,78,11,130,72
197,00002000.jpg,224,224,51,26,131,120
198,00002000.jpg,224,224,135,49,197,123
199,00000617.jpg,224,224,26,37,71,89
200,00000617.jpg,224,224,156,42,199,92
201,00000617.jpg,224,224,75,0,111,42
202,00000617.jpg,224,224,81,62,145,137
203,00000617.jpg,224,224,52,16,89,58
204,00000617.jpg,224,224,122,9,161,56
205,00002766.jpg,224,224,82,40,165,138
206,00003478.jpg,224,224,26,4,150,149
207,00002772.jpg,224,224,23,3,139,136
208,00000165.jpg,224,224,85,44,158,127
209,00000603.jpg,224,224,132,28,208,117
210,00000603.jpg,224,224,95,72,197,189
211,00001535.jpg,224,224,100,0,206,119
212,00003444.jpg,224,224,112,56,165,119
213,00001253.jpg,224,224,57,54,136,145
214,00000159.jpg,224,224,58,84,85,116
215,00000159.jpg,224,224,99,51,130,87
216,00000159.jpg,224,224,135,58,163,91
217,00000159.jpg,224,224,86,85,119,123
218,00001247.jpg,224,224,75,40,147,124
219,00003450.jpg,224,224,106,90,133,123
220,00003450.jpg,224,224,172,102,200,135
221,00003336.jpg,224,224,86,54,137,114
222,00002028.jpg,224,224,90,18,157,96
223,00001910.jpg,224,224,64,17,159,128
224,00001904.jpg,224,224,24,17,133,141
225,00001092.jpg,224,224,103,25,173,106
226,00001938.jpg,224,224,37,14,149,142
227,00001086.jpg,224,224,56,74,96,120
228,00002564.jpg,224,224,72,58,123,118
229,00002202.jpg,224,224,119,52,146,85
230,00003108.jpg,224,224,124,108,157,145
231,00003108.jpg,224,224,43,56,77,96
232,00003108.jpg,224,224,96,20,127,56
233,00003108.jpg,224,224,156,52,186,88
234,00001079.jpg,224,224,62,45,115,105
235,00001051.jpg,224,224,93,3,150,69
236,00000429.jpg,224,224,133,76,160,106
237,00001737.jpg,224,224,95,15,150,78
238,00001723.jpg,224,224,69,7,150,102
239,00001045.jpg,224,224,79,18,176,135
240,00001735.jpg,224,224,60,7,131,89
241,00001735.jpg,224,224,125,18,201,106
242,00001047.jpg,224,224,84,17,139,82
243,00003136.jpg,224,224,82,107,108,138
244,00002228.jpg,224,224,78,14,113,55
245,00001721.jpg,224,224,128,83,152,111
246,00001709.jpg,224,224,101,27,165,101
247,00002566.jpg,224,224,100,24,126,55
248,00002572.jpg,224,224,92,7,143,65
249,00000365.jpg,224,224,112,21,180,98
250,00001090.jpg,224,224,122,16,147,46
251,00001084.jpg,224,224,94,12,133,58
252,00001912.jpg,224,224,64,17,159,126
253,00001906.jpg,224,224,119,23,167,79
254,00001251.jpg,224,224,117,18,141,46
255,00002758.jpg,224,224,47,14,111,86
256,00003320.jpg,224,224,92,72,158,147
257,00001537.jpg,224,224,83,17,157,102
258,00001523.jpg,224,224,55,47,153,161
259,00003334.jpg,224,224,32,69,122,174
260,00003452.jpg,224,224,81,55,110,88
261,00000615.jpg,224,224,178,62,216,107
262,00000615.jpg,224,224,110,61,147,104
263,00000615.jpg,224,224,136,71,169,109
264,00002002.jpg,224,224,26,0,171,125
265,00002016.jpg,224,224,65,31,176,157
266,00003308.jpg,224,224,120,18,180,88
267,00000601.jpg,224,224,88,50,131,100
268,00000601.jpg,224,224,47,94,95,149
269,00000601.jpg,224,224,149,76,195,129
270,00000601.jpg,224,224,67,65,103,105
271,00000601.jpg,224,224,132,68,167,109
272,00001279.jpg,224,224,80,51,158,144
273,00002943.jpg,224,224,5,9,129,180
274,00002943.jpg,224,224,145,0,224,116
275,00002943.jpg,224,224,58,33,177,172
276,00000832.jpg,224,224,96,8,140,59
277,00000826.jpg,224,224,80,16,134,79
278,00001286.jpg,224,224,112,45,154,94
279,00001325.jpg,224,224,15,0,206,207
280,00003254.jpg,224,224,139,46,166,77
281,00003254.jpg,224,224,168,54,193,83
282,00000985.jpg,224,224,105,25,172,103
283,00001443.jpg,224,224,121,11,160,57
284,00001457.jpg,224,224,73,37,99,66
285,00003240.jpg,224,224,67,49,144,139
286,00003240.jpg,224,224,10,80,72,152
287,00003240.jpg,224,224,118,26,180,98
288,00002638.jpg,224,224,122,80,162,126
289,00002610.jpg,224,224,124,55,152,88
290,00002610.jpg,224,224,43,23,72,57
291,00001319.jpg,224,224,97,19,147,77
292,00000761.jpg,224,224,95,4,124,37
293,00003268.jpg,224,224,132,57,178,111
294,00002162.jpg,224,224,53,26,199,191
295,00000775.jpg,224,224,79,85,120,132
296,00002604.jpg,224,224,85,20,159,106
297,00002837.jpg,224,224,124,112,157,150
298,00002837.jpg,224,224,89,71,128,117
299,00002837.jpg,224,224,163,91,204,139
300,00001480.jpg,224,224,76,33,187,165
301,00003297.jpg,224,224,60,37,108,92
302,00003297.jpg,224,224,100,52,143,102
303,00003297.jpg,224,224,128,40,184,105
304,00003297.jpg,224,224,60,118,103,168
305,00003297.jpg,224,224,38,38,79,86
306,00003297.jpg,224,224,148,153,185,197
307,00003283.jpg,224,224,108,29,147,74
308,00000952.jpg,224,224,68,22,132,97
309,00001494.jpg,224,224,152,14,193,62
310,00002823.jpg,224,224,94,96,118,123
311,00002823.jpg,224,224,76,46,104,78
312,00002823.jpg,224,224,119,45,146,76
313,00002823.jpg,224,224,147,100,170,127
314,00001899.jpg,224,224,90,29,160,111
315,00001641.jpg,224,224,88,27,138,85
316,00002348.jpg,224,224,132,27,188,91
317,00003056.jpg,224,224,68,123,142,207
318,00000239.jpg,224,224,52,83,77,112
319,00000239.jpg,224,224,97,55,121,83
320,00000239.jpg,224,224,179,59,202,85
321,00000239.jpg,224,224,21,58,48,88
322,00000239.jpg,224,224,146,64,168,89
323,00001133.jpg,224,224,83,0,155,80
324,00003042.jpg,224,224,94,0,147,46
325,00001655.jpg,224,224,88,42,159,122
326,00002374.jpg,224,224,164,36,198,76
327,00002374.jpg,224,224,70,40,103,79
328,00000563.jpg,224,224,39,67,82,116
329,00000563.jpg,224,224,61,21,106,72
330,00000563.jpg,224,224,96,73,139,124
331,00000563.jpg,224,224,106,118,156,176
332,00000205.jpg,224,224,139,35,178,80
333,00002412.jpg,224,224,20,59,77,125
334,00002412.jpg,224,224,151,93,203,152
335,00002412.jpg,224,224,87,64,143,128
336,00002406.jpg,224,224,168,54,210,103
337,00000211.jpg,224,224,73,53,113,100
338,00000577.jpg,224,224,159,35,194,76
339,00000577.jpg,224,224,2,28,56,92
340,00000577.jpg,224,224,89,59,146,125
341,00000577.jpg,224,224,129,48,165,89
342,00000577.jpg,224,224,70,59,102,96
343,00000577.jpg,224,224,91,42,120,75
344,00001669.jpg,224,224,99,8,128,41
345,00002360.jpg,224,224,88,48,121,87
346,00003095.jpg,224,224,45,48,131,147
347,00001682.jpg,224,224,94,30,123,63
348,00001696.jpg,224,224,117,17,166,74
349,00000588.jpg,224,224,154,54,202,110
350,00003081.jpg,224,224,64,26,175,153
351,00001866.jpg,224,224,95,47,152,112
352,00001872.jpg,224,224,44,5,103,76
353,00001873.jpg,224,224,116,38,184,116
354,00003080.jpg,224,224,8,47,108,161
355,00003080.jpg,224,224,74,48,145,130
356,00003080.jpg,224,224,95,0,188,96
357,00000589.jpg,224,224,20,15,42,41
358,00000589.jpg,224,224,136,15,157,38
359,00000589.jpg,224,224,181,24,202,49
360,00001697.jpg,224,224,0,0,94,111
361,00001668.jpg,224,224,87,24,133,77
362,00000576.jpg,224,224,150,10,211,82
363,00000576.jpg,224,224,127,69,220,178
364,00000576.jpg,224,224,89,59,166,148
365,00000576.jpg,224,224,65,55,142,145
366,00000576.jpg,224,224,41,50,116,138
367,00000576.jpg,224,224,14,51,89,151
368,00000562.jpg,224,224,7,40,82,127
369,00000562.jpg,224,224,110,15,199,118
370,00000562.jpg,224,224,57,52,131,138
371,00000562.jpg,224,224,80,58,160,152
372,00002375.jpg,224,224,65,14,127,86
373,00002413.jpg,224,224,131,34,165,74
374,00000204.jpg,224,224,95,33,121,63
375,00001132.jpg,224,224,102,36,183,133
376,00003043.jpg,224,224,86,37,166,130
377,00003057.jpg,224,224,105,60,148,109
378,00003057.jpg,224,224,79,22,132,83
379,00002349.jpg,224,224,59,24,133,111
380,00000238.jpg,224,224,86,27,126,72
381,00000953.jpg,224,224,87,18,131,69
382,00002822.jpg,224,224,135,97,186,157
383,00002822.jpg,224,224,85,99,128,150
384,00002822.jpg,224,224,54,83,106,144
385,00002836.jpg,224,224,79,41,110,77
386,00003296.jpg,224,224,87,97,150,170
387,00003296.jpg,224,224,29,35,89,104
388,00003296.jpg,224,224,49,42,106,110
389,00003296.jpg,224,224,149,56,223,156
390,00001481.jpg,224,224,58,31,118,101
391,00000947.jpg,224,224,104,30,125,55
392,00000774.jpg,224,224,83,21,123,68
393,00002163.jpg,224,224,90,21,148,88
394,00002605.jpg,224,224,70,65,105,108
395,00000012.jpg,224,224,68,40,150,136
396,00000006.jpg,224,224,84,44,129,97
397,00002611.jpg,224,224,41,30,62,54
398,00002611.jpg,224,224,150,21,172,47
399,00003269.jpg,224,224,47,63,109,135
400,00000760.jpg,224,224,89,35,159,117
401,00001456.jpg,224,224,92,10,148,75
402,00000990.jpg,224,224,86,14,181,129
403,00001330.jpg,224,224,45,11,126,105
404,00002639.jpg,224,224,125,62,146,86
405,00001324.jpg,224,224,101,22,140,68
406,00001442.jpg,224,224,51,0,216,156
407,00003255.jpg,224,224,31,85,88,150
408,00000827.jpg,224,224,128,28,183,91
409,00002956.jpg,224,224,78,37,144,113
410,00001287.jpg,224,224,68,8,152,105
411,00001293.jpg,224,224,69,32,143,119
412,00003484.jpg,224,224,42,15,191,188
413,00000833.jpg,224,224,66,35,115,92
414,00003309.jpg,224,224,133,57,182,113
415,00003309.jpg,224,224,38,22,120,119
416,00002771.jpg,224,224,128,103,150,129
417,00002771.jpg,224,224,75,78,98,106
418,00000166.jpg,224,224,96,9,211,139
419,00001278.jpg,224,224,117,27,188,107
420,00000172.jpg,224,224,104,30,149,82
421,00002003.jpg,224,224,35,9,219,223
422,00001522.jpg,224,224,129,33,175,88
423,00001244.jpg,224,224,83,34,131,89
424,00003453.jpg,224,224,121,12,180,82
425,00002995.jpg,224,224,105,26,212,151
426,00002759.jpg,224,224,78,69,115,113
427,00003447.jpg,224,224,33,24,107,111
428,00001536.jpg,224,224,118,29,211,140
429,00001907.jpg,224,224,49,29,155,155
430,00001913.jpg,224,224,86,13,127,62
431,00001085.jpg,224,224,47,0,192,140
432,00001091.jpg,224,224,78,0,132,60
433,00000364.jpg,224,224,106,32,131,61
434,00002573.jpg,224,224,131,46,182,107
435,00002573.jpg,224,224,35,47,60,76
436,00002215.jpg,224,224,132,16,180,72
437,00002215.jpg,224,224,74,55,108,95
438,00000416.jpg,224,224,85,13,120,54
439,00001708.jpg,224,224,131,41,183,101
440,00002201.jpg,224,224,145,103,214,183
441,00001046.jpg,224,224,70,2,209,161
442,00000358.jpg,224,224,120,40,165,92
443,00001720.jpg,224,224,65,1,172,123
444,00002229.jpg,224,224,99,62,163,135
445,00003123.jpg,224,224,51,50,72,75
446,00001734.jpg,224,224,116,16,185,96
447,00001052.jpg,224,224,81,2,166,101
448,00002563.jpg,224,224,77,3,140,77
449,00002563.jpg,224,224,122,64,185,138
450,00002205.jpg,224,224,95,10,120,39
451,00001718.jpg,224,224,83,24,126,74
452,00000406.jpg,224,224,89,57,133,108
453,00002211.jpg,224,224,34,14,199,201
454,00002577.jpg,224,224,96,73,138,121
455,00000348.jpg,224,224,121,45,158,89
456,00001056.jpg,224,224,104,38,149,91
457,00001730.jpg,224,224,98,18,152,80
458,00003127.jpg,224,224,122,56,170,113
459,00002239.jpg,224,224,136,31,200,106
460,00002239.jpg,224,224,86,54,137,114
461,00002239.jpg,224,224,19,30,78,98
462,00003133.jpg,224,224,63,126,99,168
463,00003133.jpg,224,224,99,124,137,168
464,00001724.jpg,224,224,51,36,155,154
465,00001042.jpg,224,224,57,15,166,145
466,00001917.jpg,224,224,80,17,222,186
467,00001095.jpg,224,224,71,1,219,159
468,00002588.jpg,224,224,118,25,195,113
469,00002588.jpg,224,224,54,83,118,157
470,00001081.jpg,224,224,84,21,140,86
471,00000610.jpg,224,224,74,9,112,53
472,00000610.jpg,224,224,109,65,159,124
473,00000610.jpg,224,224,83,61,127,113
474,00002007.jpg,224,224,93,15,156,91
475,00003319.jpg,224,224,85,12,224,185
476,00000162.jpg,224,224,119,40,175,104
477,00002775.jpg,224,224,69,66,95,98
478,00002013.jpg,224,224,72,15,141,95
479,00000604.jpg,224,224,65,65,127,135
480,00000604.jpg,224,224,14,39,83,119
481,00000604.jpg,224,224,112,7,189,96
482,00003325.jpg,224,224,64,25,143,117
483,00001532.jpg,224,224,87,52,146,121
484,00001254.jpg,224,224,91,19,138,73
485,00003443.jpg,224,224,92,20,144,80
486,00002985.jpg,224,224,109,12,150,60
487,00003457.jpg,224,224,90,33,140,91
488,00002991.jpg,224,224,116,32,142,62
489,00002991.jpg,224,224,36,73,59,100
490,00002991.jpg,224,224,165,61,188,88
491,00002991.jpg,224,224,73,30,101,62
492,00001240.jpg,224,224,88,52,133,102
493,00001526.jpg,224,224,103,5,159,71
494,00003331.jpg,224,224,69,76,107,120
495,00003331.jpg,224,224,96,6,144,61
496,00003331.jpg,224,224,116,58,154,102
497,00003331.jpg,224,224,89,64,128,107
498,00000837.jpg,224,224,4,1,140,163
499,00003480.jpg,224,224,75,30,140,104
500,00001297.jpg,224,224,94,16,134,63
501,00002952.jpg,224,224,105,26,164,93
502,00002952.jpg,224,224,150,19,212,90
503,00000764.jpg,224,224,98,8,137,53
504,00002615.jpg,224,224,75,60,109,99
505,00001308.jpg,224,224,100,20,135,59
506,00003279.jpg,224,224,83,87,110,118
507,00002167.jpg,224,224,42,39,120,130
508,00000770.jpg,224,224,73,11,147,97
509,00001446.jpg,224,224,89,13,151,85
510,00000758.jpg,224,224,83,13,146,87
511,00001320.jpg,224,224,43,0,191,154
512,00001452.jpg,224,224,127,14,181,76
513,00000994.jpg,224,224,88,31,192,157
514,00003245.jpg,224,224,186,119,222,163
515,00001485.jpg,224,224,93,47,153,117
516,00000943.jpg,224,224,70,3,179,128
517,00003292.jpg,224,224,77,61,152,150
518,00002826.jpg,224,224,100,20,163,94
519,00002198.jpg,224,224,102,11,134,49
520,00001491.jpg,224,224,62,11,118,75
521,00000957.jpg,224,224,91,15,113,41
522,00000566.jpg,224,224,79,135,126,190
523,00001678.jpg,224,224,93,32,133,78
524,00002365.jpg,224,224,87,46,132,98
525,00002403.jpg,224,224,50,5,123,88
526,00001644.jpg,224,224,76,13,127,72
527,00003053.jpg,224,224,55,26,77,51
528,00003053.jpg,224,224,166,35,199,71
529,00003053.jpg,224,224,86,34,109,61
530,00003053.jpg,224,224,131,52,165,91
531,00003053.jpg,224,224,13,76,45,113
532,00002359.jpg,224,224,129,11,179,69
533,00001888.jpg,224,224,99,36,156,101
534,00001650.jpg,224,224,31,9,178,177
535,00001877.jpg,224,224,97,10,145,67
536,00003090.jpg,224,224,88,78,116,111
537,00003090.jpg,224,224,17,126,35,147
538,00001687.jpg,224,224,65,22,104,67
539,00001693.jpg,224,224,88,16,174,115
540,00003085.jpg,224,224,62,102,154,209
541,00003085.jpg,224,224,49,1,121,82
542,00001692.jpg,224,224,106,24,153,78
543,00001692.jpg,224,224,69,64,109,110
544,00000598.jpg,224,224,53,53,92,99
545,00000598.jpg,224,224,142,60,175,98
546,00001686.jpg,224,224,44,3,199,184
547,00001876.jpg,224,224,35,9,107,93
548,00001862.jpg,224,224,70,23,184,155
549,00001651.jpg,224,224,76,62,110,101
550,00001889.jpg,224,224,118,29,179,99
551,00003046.jpg,224,224,108,70,142,110
552,00003046.jpg,224,224,147,98,173,127
553,00003046.jpg,224,224,91,50,117,80
554,00003046.jpg,224,224,111,22,137,51
555,00002358.jpg,224,224,132,13,168,54
556,00001137.jpg,224,224,111,53,147,94
557,00001123.jpg,224,224,86,57,129,107
558,00003052.jpg,224,224,67,44,103,86
559,00003052.jpg,224,224,121,47,158,90
560,00002364.jpg,224,224,71,26,162,133
561,00002416.jpg,224,224,161,42,188,74
562,00002416.jpg,224,224,63,67,85,92
563,00001679.jpg,224,224,124,32,162,77
564,00000567.jpg,224,224,67,67,151,165
565,00000567.jpg,224,224,0,92,75,185
566,00000567.jpg,224,224,114,14,198,111
567,00002827.jpg,224,224,132,62,174,111
568,00002827.jpg,224,224,22,69,62,115
569,00002827.jpg,224,224,73,85,109,126
570,00000956.jpg,224,224,76,26,118,76
571,00003287.jpg,224,224,51,19,88,62
572,00003287.jpg,224,224,114,12,150,54
573,00002199.jpg,224,224,100,34,174,121
574,00003293.jpg,224,224,57,38,94,80
575,00001484.jpg,224,224,110,69,204,178
576,00001335.jpg,224,224,105,20,131,51
577,00003244.jpg,224,224,98,82,123,111
578,00000995.jpg,224,224,25,6,87,78
579,00001453.jpg,224,224,91,19,134,70
580,00000981.jpg,224,224,86,19,139,82
581,00002628.jpg,224,224,134,30,167,68
582,00002628.jpg,224,224,92,39,122,75
583,00002600.jpg,224,224,107,0,134,28
584,00002600.jpg,224,224,3,30,42,77
585,00000765.jpg,224,224,84,12,118,52
586,00000003.jpg,224,224,45,16,78,55
587,00002953.jpg,224,224,140,25,169,58
588,00001282.jpg,224,224,125,8,153,40
589,00000836.jpg,224,224,68,40,148,133
590,00001296.jpg,224,224,50,36,108,103
591,00000188.jpg,224,224,29,48,54,77
592,00003481.jpg,224,224,76,45,117,93
593,00002748.jpg,224,224,136,32,164,64
594,00002748.jpg,224,224,167,41,215,98
595,00002990.jpg,224,224,121,62,145,91
596,00003456.jpg,224,224,75,170,111,212
597,00001527.jpg,224,224,77,14,106,48
598,00001533.jpg,224,224,112,37,195,134
599,00002984.jpg,224,224,74,68,140,144
600,00002984.jpg,224,224,36,8,102,84
601,00003442.jpg,224,224,93,53,152,120
602,00001255.jpg,224,224,101,26,163,97
603,00000605.jpg,224,224,36,40,87,98
604,00000605.jpg,224,224,91,59,154,130
605,00000605.jpg,224,224,146,67,205,136
606,00000605.jpg,224,224,70,28,110,74
607,00000605.jpg,224,224,118,16,168,73
608,00002012.jpg,224,224,74,12,118,63
609,00002006.jpg,224,224,61,8,200,174
610,00000177.jpg,224,224,48,5,144,119
611,00001902.jpg,224,224,81,33,145,107
612,00001916.jpg,224,224,46,19,104,86
613,00003132.jpg,224,224,38,46,78,93
614,00003132.jpg,224,224,108,51,144,92
615,00001043.jpg,224,224,90,51,144,114
616,00001057.jpg,224,224,67,82,112,135
617,00003126.jpg,224,224,52,17,152,131
618,00001731.jpg,224,224,10,0,168,161
619,00001719.jpg,224,224,76,12,109,50
620,00000361.jpg,224,224,110,59,150,105
621,00000361.jpg,224,224,78,50,119,98
622,00000413.jpg,224,224,80,38,115,79
623,00002204.jpg,224,224,74,24,151,113
624,00002574.jpg,224,224,63,14,134,95
625,00002574.jpg,224,224,108,57,170,129
626,00000363.jpg,224,224,33,49,84,108
627,00002212.jpg,224,224,73,14,124,74
628,00000411.jpg,224,224,99,73,127,104
629,00000377.jpg,224,224,144,34,211,113
630,00000377.jpg,224,224,16,133,88,217
631,00000377.jpg,224,224,93,29,164,111
632,00000377.jpg,224,224,23,39,85,110
633,00000377.jpg,224,224,0,58,49,138
